INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : Isla San Lorenzo, Callao
CODIGO  : SLN1
LATITUD : -12.076
LONGITUD: -77.235

2. SISMO
FECHA LOCAL     : 2023/06/19
HORA LOCAL      : 22:38:27
LATITUD         : -13.090
LONGITUD        : -76.780
PROFUNDIDAD     : 49.0 km
MAGNITUD        : M4.5
DIST. EPICENTRAL: 122.9 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2023/06/20 03:38:36 UTC
NUMERO DE MUESTRAS         : 9836
MUESTREO                   : 100.0 muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :    0.5912         0.6932        0.9178

              Z              N              E
          0.000192        0.000131       -0.000664
          0.000135        0.000065       -0.000118
          0.000451       -0.000206        0.000877
          0.000628       -0.000728        0.001856
          0.000310       -0.001021        0.002214
         -0.000042       -0.000843        0.001818
          0.000131       -0.000530        0.001219
          0.000572       -0.000465        0.000894
          0.000612       -0.000615        0.000434
          0.000178       -0.000701       -0.000759
         -0.000182       -0.000571       -0.002129
         -0.000173       -0.000345       -0.002378
         -0.000092       -0.000248       -0.001336
         -0.000221       -0.000267       -0.000320
         -0.000349       -0.000076       -0.000314
         -0.000189        0.000451       -0.000781
          0.000086        0.000861       -0.000724
          0.000106        0.000665       -0.000026
         -0.000077        0.000084        0.000768
         -0.000094       -0.000282        0.001342
          0.000123       -0.000329        0.001741
          0.000292       -0.000464        0.002011
          0.000274       -0.000859        0.002014
          0.000190       -0.001218        0.001542
          0.000159       -0.001260        0.000661
          0.000213       -0.001018       -0.000098
          0.000326       -0.000667       -0.000254
          0.000372       -0.000332       -0.000046
          0.000264       -0.000072       -0.000091
          0.000172        0.000062       -0.000407
          0.000267        0.000017       -0.000391
          0.000365       -0.000215        0.000165
          0.000193       -0.000490        0.000724
         -0.000088       -0.000512        0.000858
         -0.000052       -0.000109        0.000796
          0.000276        0.000399        0.000822
          0.000349        0.000409        0.000752
         -0.000071       -0.000154        0.000394
         -0.000498       -0.000615        0.000029
         -0.000456       -0.000469        0.000017
         -0.000174       -0.000059        0.000219
         -0.000123        0.000067        0.000257
         -0.000327       -0.000010        0.000143
         -0.000486        0.000114        0.000264
         -0.000431        0.000429        0.000684
         -0.000185        0.000602        0.000882
          0.000102        0.000574        0.000494
          0.000186        0.000610       -0.000035
         -0.000026        0.000826       -0.000069
         -0.000256        0.001013        0.000199
         -0.000213        0.000975        0.000029
         -0.000079        0.000768       -0.000704
         -0.000279        0.000519       -0.001334
         -0.000784        0.000228       -0.001389
         -0.001030       -0.000146       -0.001100
         -0.000618       -0.000562       -0.000819
          0.000141       -0.000946       -0.000477
          0.000560       -0.001217        0.000089
          0.000351       -0.001269        0.000618
         -0.000100       -0.001082        0.000602
         -0.000272       -0.000767       -0.000026
         -0.000152       -0.000345       -0.000716
         -0.000117        0.000306       -0.000938
         -0.000275        0.001009       -0.000733
         -0.000324        0.001215       -0.000486
         -0.000165        0.000768       -0.000417
         -0.000138        0.000260       -0.000480
         -0.000396        0.000151       -0.000505
         -0.000575        0.000101       -0.000344
         -0.000399       -0.000284       -0.000065
         -0.000085       -0.000644        0.000015
          0.000122       -0.000464       -0.000217
          0.000269        0.000087       -0.000403
          0.000370        0.000534       -0.000286
          0.000290        0.000846       -0.000170
          0.000086        0.001216       -0.000337
          0.000041        0.001483       -0.000497
          0.000254        0.001282       -0.000367
          0.000445        0.000636       -0.000231
          0.000286        0.000049       -0.000362
         -0.000132       -0.000044       -0.000415
         -0.000378        0.000190        0.000015
         -0.000310        0.000208        0.000646
         -0.000289       -0.000107        0.000876
         -0.000489       -0.000284        0.000661
         -0.000508       -0.000054        0.000435
         -0.000076        0.000268        0.000256
          0.000347        0.000376       -0.000257
          0.000268        0.000359       -0.001075
         -0.000023        0.000333       -0.001588
         -0.000005        0.000275       -0.001515
          0.000147        0.000258       -0.001263
         -0.000041        0.000331       -0.001190
         -0.000377        0.000284       -0.001131
         -0.000265       -0.000000       -0.000838
          0.000238       -0.000227       -0.000383
          0.000473       -0.000152        0.000027
          0.000264        0.000046        0.000291
          0.000132        0.000154        0.000496
          0.000299        0.000194        0.000885
          0.000289        0.000090        0.001548
         -0.000157       -0.000305        0.002102
         -0.000510       -0.000708        0.002056
         -0.000265       -0.000586        0.001460
          0.000194        0.000091        0.000755
          0.000149        0.000822        0.000132
         -0.000314        0.001204       -0.000473
         -0.000384        0.001187       -0.000940
          0.000255        0.000866       -0.001136
          0.000930        0.000354       -0.001294
          0.000922       -0.000184       -0.001662
          0.000426       -0.000540       -0.001919
          0.000141       -0.000618       -0.001418
          0.000219       -0.000625       -0.000057
          0.000217       -0.000863        0.001458
         -0.000004       -0.001242        0.002352
         -0.000050       -0.001382        0.002556
          0.000228       -0.001226        0.002514
          0.000408       -0.001092        0.002391
          0.000221       -0.001089        0.001879
          0.000022       -0.000952        0.000826
          0.000182       -0.000517       -0.000317
          0.000431        0.000048       -0.000915
          0.000254        0.000491       -0.000869
         -0.000293        0.000691       -0.000667
         -0.000629        0.000631       -0.000752
         -0.000468        0.000387       -0.001056
         -0.000122        0.000169       -0.001195
          0.000049        0.000189       -0.000918
          0.000081        0.000439       -0.000300
          0.000174        0.000672        0.000310
          0.000355        0.000654        0.000518
          0.000484        0.000337        0.000321
          0.000426       -0.000225        0.000192
          0.000216       -0.000909        0.000450
          0.000090       -0.001407        0.000837
          0.000218       -0.001431        0.000986
          0.000405       -0.001121        0.000892
          0.000310       -0.000868        0.000608
         -0.000079       -0.000728        0.000053
         -0.000440       -0.000507       -0.000574
         -0.000559       -0.000271       -0.000789
         -0.000492       -0.000210       -0.000512
         -0.000328       -0.000213       -0.000223
         -0.000048       -0.000097       -0.000241
          0.000263        0.000054       -0.000289
          0.000314        0.000140        0.000070
         -0.000035        0.000254        0.000837
         -0.000421        0.000437        0.001509
         -0.000396        0.000573        0.001607
         -0.000140        0.000570        0.001219
         -0.000208        0.000407        0.000811
         -0.000592        0.000070        0.000578
         -0.000710       -0.000324        0.000337
         -0.000359       -0.000504        0.000008
         -0.000000       -0.000331       -0.000216
          0.000023       -0.000005       -0.000204
         -0.000063        0.000106       -0.000086
          0.000032       -0.000153       -0.000166
          0.000215       -0.000446       -0.000661
          0.000274       -0.000200       -0.001389
          0.000136        0.000582       -0.001814
         -0.000228        0.001108       -0.001623
         -0.000732        0.000881       -0.001059
         -0.000959        0.000441       -0.000512
         -0.000578        0.000427       -0.000056
          0.000066        0.000538        0.000426
          0.000326        0.000165        0.000861
          0.000135       -0.000543        0.000963
         -0.000041       -0.000947        0.000624
          0.000048       -0.000831        0.000195
          0.000228       -0.000540        0.000136
          0.000289       -0.000384        0.000355
          0.000226       -0.000309        0.000319
          0.000177       -0.000183       -0.000055
          0.000239       -0.000035       -0.000238
          0.000310        0.000174        0.000004
          0.000247        0.000626        0.000210
          0.000132        0.001186       -0.000006
          0.000100        0.001359       -0.000437
          0.000038        0.001023       -0.000792
         -0.000198        0.000687       -0.001132
         -0.000498        0.000680       -0.001560
         -0.000662        0.000647       -0.001910
         -0.000578        0.000235       -0.001965
         -0.000172       -0.000259       -0.001701
          0.000426       -0.000351       -0.001206
          0.000766       -0.000116       -0.000562
          0.000580       -0.000009        0.000116
          0.000208       -0.000146        0.000642
          0.000123       -0.000193        0.000882
          0.000353        0.000043        0.000931
          0.000601        0.000322        0.000985
          0.000626        0.000380        0.000967
          0.000410        0.000350        0.000543
          0.000179        0.000524       -0.000286
          0.000144        0.000829       -0.001001
          0.000228        0.000914       -0.001232
          0.000250        0.000716       -0.001128
          0.000233        0.000482       -0.000843
          0.000228        0.000203       -0.000254
          0.000136       -0.000336        0.000583
         -0.000052       -0.000915        0.001268
         -0.000126       -0.001039        0.001541
          0.000004       -0.000754        0.001511
          0.000136       -0.000526        0.001357
          0.000070       -0.000379        0.001165
         -0.000186        0.000030        0.000979
         -0.000548        0.000609        0.000743
         -0.000935        0.000885        0.000349
         -0.001153        0.000748       -0.000101
         -0.000961        0.000472       -0.000336
         -0.000423        0.000206       -0.000340
         -0.000006        0.000014       -0.000416
         -0.000049        0.000061       -0.000702
         -0.000236        0.000284       -0.000925
          0.000011        0.000288       -0.000846
          0.000646       -0.000023       -0.000701
          0.000990       -0.000245       -0.000794
          0.000696       -0.000248       -0.000826
          0.000226       -0.000446       -0.000286
          0.000163       -0.000961        0.000508
          0.000430       -0.001278        0.000637
          0.000467       -0.001088       -0.000010
          0.000006       -0.000715       -0.000550
         -0.000622       -0.000384       -0.000458
         -0.000966        0.000112       -0.000102
         -0.001006        0.000702        0.000135
         -0.001030        0.000860        0.000314
         -0.001079        0.000496        0.000510
         -0.000830        0.000148        0.000697
         -0.000179       -0.000001        0.000939
          0.000406       -0.000386        0.001218
          0.000452       -0.001061        0.001360
          0.000139       -0.001414        0.001368
         -0.000008       -0.001150        0.001427
          0.000096       -0.000678        0.001474
          0.000098       -0.000293        0.001215
         -0.000125        0.000117        0.000579
         -0.000301        0.000412       -0.000166
         -0.000240        0.000139       -0.000734
         -0.000103       -0.000649       -0.001012
         -0.000086       -0.001272       -0.000993
         -0.000072       -0.001309       -0.000682
          0.000143       -0.001002       -0.000155
          0.000411       -0.000682        0.000338
          0.000421       -0.000275        0.000504
          0.000266        0.000416        0.000299
          0.000309        0.001263       -0.000019
          0.000479        0.001870       -0.000188
          0.000354        0.001953       -0.000200
         -0.000028        0.001459       -0.000277
         -0.000167        0.000482       -0.000634
          0.000073       -0.000664       -0.001179
          0.000297       -0.001437       -0.001506
          0.000211       -0.001508       -0.001290
         -0.000126       -0.001141       -0.000626
         -0.000491       -0.000832        0.000097
         -0.000600       -0.000681        0.000562
         -0.000367       -0.000390        0.000730
         -0.000147        0.000196        0.000744
         -0.000238        0.000820        0.000649
         -0.000314        0.001083        0.000293
          0.000038        0.000872       -0.000342
          0.000544        0.000519       -0.000891
          0.000636        0.000474       -0.001045
          0.000330        0.000793       -0.001043
          0.000075        0.001083       -0.001231
          0.000046        0.001018       -0.001375
          0.000075        0.000705       -0.001020
          0.000065        0.000436       -0.000281
          0.000067        0.000284        0.000333
          0.000133        0.000076        0.000659
          0.000275       -0.000322        0.000877
          0.000436       -0.000789        0.000987
          0.000444       -0.001029        0.000852
          0.000202       -0.000814        0.000628
         -0.000066       -0.000166        0.000602
         -0.000024        0.000660        0.000609
          0.000280        0.001295        0.000172
          0.000439        0.001462       -0.000680
          0.000250        0.001161       -0.001306
         -0.000037        0.000659       -0.001356
         -0.000155        0.000257       -0.001124
         -0.000166        0.000066       -0.000809
         -0.000183       -0.000052       -0.000193
         -0.000116       -0.000316        0.000720
          0.000060       -0.000743        0.001459
          0.000100       -0.001080        0.001726
         -0.000084       -0.001070        0.001732
         -0.000160       -0.000642        0.001715
          0.000066        0.000095        0.001531
          0.000232        0.000815        0.000999
          0.000027        0.001073        0.000386
         -0.000214        0.000742        0.000167
         -0.000071        0.000222        0.000343
          0.000274       -0.000044        0.000405
          0.000457       -0.000081        0.000041
          0.000590       -0.000181       -0.000488
          0.000882       -0.000365       -0.000755
          0.001004       -0.000379       -0.000682
          0.000492       -0.000216       -0.000556
         -0.000410       -0.000260       -0.000671
         -0.000936       -0.000726       -0.000967
         -0.000857       -0.001191       -0.001064
         -0.000752       -0.000982       -0.000823
         -0.000997       -0.000059       -0.000681
         -0.001093        0.000810       -0.000982
         -0.000525        0.000905       -0.001255
          0.000252        0.000356       -0.000796
          0.000417       -0.000184        0.000198
          0.000049       -0.000355        0.000807
         -0.000058       -0.000270        0.000651
          0.000339       -0.000185        0.000319
          0.000714       -0.000317        0.000393
          0.000790       -0.000783        0.000619
          0.000830       -0.001450        0.000449
          0.000859       -0.001947       -0.000003
          0.000555       -0.001939       -0.000150
          0.000021       -0.001369        0.000120
         -0.000216       -0.000482        0.000339
         -0.000154        0.000336        0.000251
         -0.000356        0.000815        0.000093
         -0.000932        0.001016        0.000039
         -0.001345        0.001238       -0.000052
         -0.001312        0.001579       -0.000209
         -0.001102        0.001693       -0.000125
         -0.000866        0.001295        0.000363
         -0.000431        0.000671        0.000852
          0.000138        0.000241        0.000811
          0.000427       -0.000078        0.000333
          0.000308       -0.000504        0.000020
          0.000174       -0.000822        0.000070
          0.000317       -0.000762        0.000025
          0.000503       -0.000495       -0.000368
          0.000440       -0.000283       -0.000660
          0.000236       -0.000069       -0.000453
          0.000107        0.000268       -0.000067
         -0.000012        0.000651        0.000098
         -0.000245        0.000923        0.000257
         -0.000453        0.000950        0.000647
         -0.000462        0.000678        0.000892
         -0.000432        0.000315        0.000658
         -0.000599        0.000227        0.000331
         -0.000766        0.000435        0.000317
         -0.000507        0.000485        0.000247
          0.000135        0.000030       -0.000375
          0.000583       -0.000669       -0.001194
          0.000477       -0.001060       -0.001455
          0.000121       -0.000978       -0.001092
          0.000021       -0.000773       -0.000697
          0.000211       -0.000652       -0.000588
          0.000343       -0.000350       -0.000562
          0.000312        0.000218       -0.000489
          0.000342        0.000614       -0.000531
          0.000436        0.000653       -0.000740
          0.000286        0.000708       -0.000983
         -0.000113        0.000855       -0.001254
         -0.000282        0.000687       -0.001541
          0.000020        0.000241       -0.001540
          0.000352        0.000074       -0.001023
          0.000199        0.000254       -0.000287
         -0.000283        0.000264        0.000263
         -0.000541       -0.000071        0.000650
         -0.000403       -0.000452        0.001066
         -0.000114       -0.000800        0.001423
          0.000201       -0.001262        0.001490
          0.000549       -0.001568        0.001281
          0.000719       -0.001176        0.001116
          0.000487       -0.000147        0.001257
          0.000089        0.000760        0.001423
         -0.000015        0.001091        0.000957
          0.000217        0.001231       -0.000244
          0.000385        0.001654       -0.001294
          0.000219        0.002109       -0.001292
         -0.000149        0.002001       -0.000458
         -0.000486        0.001319        0.000176
         -0.000733        0.000698        0.000016
         -0.000891        0.000515       -0.000519
         -0.000880        0.000416       -0.000631
         -0.000694       -0.000020       -0.000091
         -0.000499       -0.000623        0.000592
         -0.000373       -0.000999        0.000916
         -0.000144       -0.001094        0.000950
          0.000335       -0.001011        0.000949
          0.000893       -0.000707        0.000851
          0.001145       -0.000255        0.000619
          0.000832        0.000052        0.000576
          0.000100        0.000109        0.000857
         -0.000555        0.000116        0.000984
         -0.000735        0.000162        0.000580
         -0.000553        0.000080        0.000076
         -0.000402       -0.000197        0.000058
         -0.000390       -0.000459        0.000278
         -0.000294       -0.000530        0.000001
         -0.000019       -0.000569       -0.000820
          0.000268       -0.000871       -0.001395
          0.000466       -0.001419       -0.001157
          0.000621       -0.001805       -0.000424
          0.000681       -0.001661        0.000166
          0.000566       -0.001058        0.000480
          0.000480       -0.000397        0.000788
          0.000674        0.000010        0.001099
          0.000959        0.000156        0.001080
          0.000929        0.000164        0.000631
          0.000607        0.000104        0.000060
          0.000366        0.000027       -0.000362
          0.000316       -0.000033       -0.000596
          0.000237       -0.000165       -0.000642
          0.000079       -0.000452       -0.000549
          0.000035       -0.000747       -0.000526
          0.000100       -0.000833       -0.000690
         -0.000014       -0.000672       -0.000892
         -0.000385       -0.000293       -0.000954
         -0.000676        0.000292       -0.000871
         -0.000620        0.000872       -0.000657
         -0.000399        0.001098       -0.000311
         -0.000323        0.000937        0.000010
         -0.000363        0.000751        0.000143
         -0.000269        0.000727        0.000327
          0.000001        0.000523        0.000965
          0.000234       -0.000230        0.001888
          0.000290       -0.001210        0.002384
          0.000250       -0.001631        0.002112
          0.000209       -0.001232        0.001387
          0.000121       -0.000613        0.000457
         -0.000087       -0.000337       -0.000762
         -0.000346       -0.000220       -0.002096
         -0.000469        0.000161       -0.002979
         -0.000334        0.000735       -0.003087
         -0.000039        0.001178       -0.002537
          0.000177        0.001452       -0.001526
          0.000205        0.001623       -0.000307
          0.000211        0.001461        0.000716
          0.000399        0.000738        0.001394
          0.000679       -0.000267        0.001892
          0.000756       -0.000989        0.002058
          0.000580       -0.001201        0.001498
          0.000343       -0.001110        0.000511
          0.000032       -0.000942       -0.000081
         -0.000429       -0.000643       -0.000245
         -0.000702       -0.000060       -0.000681
         -0.000498        0.000653       -0.001382
         -0.000265        0.001025       -0.001577
         -0.000496        0.000859       -0.001087
         -0.000777        0.000582       -0.000456
         -0.000548        0.000655        0.000144
         -0.000178        0.000847        0.000942
         -0.000273        0.000638        0.001682
         -0.000609        0.000141        0.001780
         -0.000624       -0.000056        0.001210
         -0.000353        0.000137        0.000480
         -0.000172        0.000261       -0.000116
         -0.000156        0.000161       -0.000651
         -0.000113        0.000050       -0.001121
          0.000055       -0.000115       -0.001362
          0.000227       -0.000419       -0.001365
          0.000192       -0.000463       -0.001333
         -0.000083        0.000024       -0.001336
         -0.000368        0.000512       -0.001160
         -0.000462        0.000466       -0.000613
         -0.000368        0.000203        0.000143
         -0.000115        0.000219        0.000661
          0.000176        0.000359        0.000573
          0.000172        0.000250        0.000006
         -0.000197       -0.000071       -0.000371
         -0.000418       -0.000366       -0.000015
         -0.000144       -0.000549        0.000735
          0.000164       -0.000606        0.001033
         -0.000013       -0.000455        0.000683
         -0.000380       -0.000027        0.000331
         -0.000342        0.000555        0.000399
          0.000065        0.000935        0.000529
          0.000384        0.000810        0.000308
          0.000427        0.000352       -0.000079
          0.000302        0.000080       -0.000245
          0.000150        0.000179       -0.000171
          0.000116        0.000238       -0.000094
          0.000214       -0.000122       -0.000151
          0.000186       -0.000671       -0.000309
         -0.000079       -0.000813       -0.000461
         -0.000162       -0.000290       -0.000469
          0.000287        0.000503       -0.000219
          0.000788        0.000938        0.000234
          0.000563        0.000848        0.000609
         -0.000213        0.000631        0.000663
         -0.000526        0.000626        0.000498
         -0.000013        0.000642        0.000348
          0.000450        0.000359        0.000162
          0.000079       -0.000076       -0.000190
         -0.000667       -0.000258       -0.000463
         -0.000852       -0.000171       -0.000378
         -0.000422       -0.000104       -0.000163
         -0.000089       -0.000046       -0.000186
         -0.000210        0.000237       -0.000346
         -0.000457        0.000599       -0.000373
         -0.000409        0.000648       -0.000391
         -0.000034        0.000383       -0.000695
          0.000380        0.000125       -0.001233
          0.000541       -0.000055       -0.001591
          0.000487       -0.000303       -0.001396
          0.000553       -0.000548       -0.000641
          0.000862       -0.000546        0.000266
          0.001054       -0.000283        0.000872
          0.000842       -0.000097        0.001187
          0.000530       -0.000342        0.001573
          0.000555       -0.000912        0.002053
          0.000816       -0.001187        0.002148
          0.000866       -0.000711        0.001626
          0.000538        0.000094        0.000916
          0.000071        0.000391        0.000488
         -0.000190        0.000125        0.000285
         -0.000099        0.000016        0.000076
          0.000118        0.000259       -0.000041
          0.000049        0.000198        0.000149
         -0.000403       -0.000483        0.000517
         -0.000835       -0.001189        0.000667
         -0.000825       -0.001366        0.000427
         -0.000430       -0.001240        0.000089
         -0.000094       -0.001243        0.000052
         -0.000157       -0.001249        0.000335
         -0.000488       -0.000865        0.000658
         -0.000652       -0.000239        0.000896
         -0.000447        0.000035        0.001082
         -0.000148       -0.000148        0.001099
         -0.000082       -0.000198        0.000845
         -0.000181        0.000199        0.000534
         -0.000136        0.000567        0.000341
          0.000182        0.000440        0.000027
          0.000574        0.000091       -0.000610
          0.000691       -0.000038       -0.001238
          0.000391       -0.000037       -0.001441
         -0.000040       -0.000106       -0.001371
         -0.000229       -0.000016       -0.001497
         -0.000224        0.000380       -0.001893
         -0.000309        0.000675       -0.002185
         -0.000452        0.000540       -0.002112
         -0.000423        0.000283       -0.001760
         -0.000285        0.000314       -0.001228
         -0.000272        0.000516       -0.000556
         -0.000346        0.000487       -0.000019
         -0.000281        0.000050        0.000079
         -0.000018       -0.000593       -0.000021
          0.000336       -0.000948        0.000227
          0.000645       -0.000665        0.000835
          0.000718       -0.000096        0.001293
          0.000474       -0.000030        0.001370
          0.000139       -0.000643        0.001262
         -0.000024       -0.001183        0.001070
         -0.000070       -0.000985        0.000766
         -0.000141       -0.000350        0.000516
         -0.000097       -0.000042        0.000443
          0.000216       -0.000239        0.000345
          0.000528       -0.000460        0.000091
          0.000390       -0.000439       -0.000046
         -0.000153       -0.000421        0.000135
         -0.000526       -0.000452        0.000356
         -0.000351       -0.000102        0.000235
          0.000108        0.000715       -0.000202
          0.000402        0.001339       -0.000632
          0.000407        0.001285       -0.000905
          0.000197        0.001031       -0.001180
         -0.000108        0.001270       -0.001473
         -0.000199        0.001801       -0.001341
          0.000150        0.001786       -0.000521
          0.000526        0.000982        0.000347
          0.000317        0.000086        0.000404
         -0.000245       -0.000279       -0.000178
         -0.000345       -0.000318       -0.000509
          0.000110       -0.000477       -0.000331
          0.000387       -0.000688       -0.000174
          0.000148       -0.000688       -0.000327
         -0.000137       -0.000554       -0.000416
         -0.000107       -0.000415       -0.000044
         -0.000023       -0.000115        0.000626
         -0.000153        0.000358        0.001073
         -0.000315        0.000661        0.001089
         -0.000300        0.000664        0.000946
         -0.000258        0.000668        0.000762
         -0.000341        0.000772        0.000170
         -0.000381        0.000664       -0.000931
         -0.000219        0.000194       -0.001857
          0.000014       -0.000440       -0.001995
          0.000163       -0.001058       -0.001599
          0.000265       -0.001466       -0.001189
          0.000319       -0.001340       -0.000832
          0.000209       -0.000670       -0.000506
         -0.000027        0.000037       -0.000429
         -0.000172        0.000436       -0.000602
         -0.000178        0.000734       -0.000579
         -0.000179        0.001095       -0.000049
         -0.000217        0.001258        0.000723
         -0.000228        0.001003        0.001283
         -0.000232        0.000530        0.001555
         -0.000309        0.000142        0.001791
         -0.000453       -0.000084        0.002020
         -0.000535       -0.000223        0.001929
         -0.000400       -0.000302        0.001378
         -0.000084       -0.000212        0.000686
          0.000083        0.000206        0.000204
         -0.000126        0.000843       -0.000088
         -0.000368        0.001278       -0.000338
         -0.000103        0.001270       -0.000480
          0.000579        0.001043       -0.000436
          0.001010        0.000750       -0.000386
          0.000858        0.000132       -0.000456
          0.000490       -0.000862       -0.000386
          0.000331       -0.001660        0.000063
          0.000307       -0.001790        0.000603
          0.000104       -0.001520        0.000820
         -0.000286       -0.001303        0.000778
         -0.000556       -0.001083        0.000737
         -0.000544       -0.000617        0.000553
         -0.000446       -0.000061       -0.000022
         -0.000491        0.000215       -0.000655
         -0.000638        0.000233       -0.000724
         -0.000734        0.000473       -0.000227
         -0.000760        0.001213        0.000193
         -0.000711        0.001964        0.000160
         -0.000407        0.001938       -0.000032
          0.000185        0.001151        0.000010
          0.000621        0.000448        0.000240
          0.000469        0.000254        0.000405
          0.000018        0.000068        0.000524
         -0.000046       -0.000446        0.000816
          0.000410       -0.000807        0.001235
          0.000830       -0.000650        0.001398
          0.000715       -0.000470        0.001055
          0.000131       -0.000810        0.000338
         -0.000466       -0.001347       -0.000522
         -0.000656       -0.001438       -0.001406
         -0.000400       -0.001028       -0.002092
         -0.000022       -0.000424       -0.002211
          0.000186        0.000314       -0.001655
          0.000264        0.001112       -0.000804
          0.000354        0.001476       -0.000225
          0.000416        0.001098       -0.000229
          0.000404        0.000488       -0.000585
          0.000478        0.000280       -0.000607
          0.000677        0.000253        0.000129
          0.000694       -0.000210        0.001085
          0.000383       -0.000979        0.001330
          0.000098       -0.001306        0.000790
          0.000122       -0.000964        0.000226
          0.000209       -0.000475       -0.000015
          0.000094       -0.000218       -0.000303
         -0.000085        0.000002       -0.000816
         -0.000130        0.000362       -0.001215
         -0.000050        0.000601       -0.001283
          0.000126        0.000478       -0.001217
          0.000313        0.000211       -0.001244
          0.000263        0.000124       -0.001291
         -0.000059        0.000128       -0.001040
         -0.000263       -0.000095       -0.000312
         -0.000080       -0.000552        0.000532
          0.000215       -0.000976        0.000887
          0.000303       -0.001223        0.000756
          0.000342       -0.001292        0.000798
          0.000589       -0.001126        0.001262
          0.000841       -0.000784        0.001519
          0.000698       -0.000521        0.001032
          0.000165       -0.000349        0.000215
         -0.000389        0.000014       -0.000190
         -0.000709        0.000512       -0.000157
         -0.000799        0.000666       -0.000225
         -0.000731        0.000387       -0.000526
         -0.000590        0.000136       -0.000602
         -0.000506        0.000042       -0.000190
         -0.000502       -0.000329        0.000389
         -0.000456       -0.001067        0.000802
         -0.000335       -0.001572        0.001080
         -0.000268       -0.001430        0.001226
         -0.000316       -0.000927        0.001057
         -0.000417       -0.000426        0.000669
         -0.000536        0.000128        0.000410
         -0.000591        0.000824        0.000301
         -0.000344        0.001453        0.000088
          0.000267        0.001802       -0.000190
          0.000773        0.001925       -0.000317
          0.000630        0.001925       -0.000404
          0.000002        0.001702       -0.000599
         -0.000371        0.001140       -0.000575
         -0.000113        0.000410       -0.000024
