INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : Isla San Lorenzo, Callao
CODIGO  : SLN1
LATITUD : -12.076
LONGITUD: -77.235

2. SISMO
FECHA LOCAL     : 2024/11/08
HORA LOCAL      : 20:17:18
LATITUD         : -11.700
LONGITUD        : -77.630
PROFUNDIDAD     : 49.0 km
MAGNITUD        : M4.5
DIST. EPICENTRAL: 59.9 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2024/11/09 01:17:23 UTC
NUMERO DE MUESTRAS         : 7921
MUESTREO                   : 100.0 muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :    1.6166         2.4523        3.1401

              Z              N              E
          0.000553        0.000760        0.000031
          0.000319        0.000784        0.000042
          0.000083        0.000379       -0.000119
          0.000096        0.000068       -0.000322
          0.000371        0.000191       -0.000410
          0.000527        0.000345       -0.000255
          0.000160        0.000078       -0.000031
         -0.000468       -0.000327       -0.000142
         -0.000680       -0.000361       -0.000521
         -0.000401       -0.000146       -0.000544
         -0.000147       -0.000148        0.000002
         -0.000096       -0.000341        0.000550
          0.000014       -0.000358        0.000630
          0.000265       -0.000259        0.000448
          0.000447       -0.000404        0.000412
          0.000311       -0.000728        0.000610
         -0.000202       -0.000859        0.000802
         -0.000716       -0.000761        0.000707
         -0.000682       -0.000616        0.000310
         -0.000213       -0.000341       -0.000087
         -0.000014        0.000176       -0.000201
         -0.000266        0.000628       -0.000108
         -0.000375        0.000686       -0.000186
          0.000015        0.000575       -0.000643
          0.000500        0.000678       -0.001078
          0.000567        0.000832       -0.000842
          0.000267        0.000615        0.000012
          0.000061        0.000096        0.000690
          0.000142       -0.000301        0.000777
          0.000143       -0.000428        0.000652
         -0.000237       -0.000378        0.000666
         -0.000605       -0.000137        0.000687
         -0.000414        0.000256        0.000584
          0.000143        0.000518        0.000432
          0.000424        0.000476        0.000208
          0.000292        0.000288       -0.000147
          0.000147        0.000087       -0.000418
          0.000141       -0.000164       -0.000290
         -0.000025       -0.000354        0.000195
         -0.000465       -0.000269        0.000598
         -0.000743       -0.000003        0.000527
         -0.000457        0.000124        0.000077
          0.000142        0.000023       -0.000265
          0.000518       -0.000175       -0.000179
          0.000559       -0.000365        0.000167
          0.000441       -0.000440        0.000418
          0.000153       -0.000350        0.000460
         -0.000237       -0.000258        0.000448
         -0.000322       -0.000241        0.000565
          0.000041       -0.000051        0.000807
          0.000369        0.000343        0.000955
          0.000301        0.000455        0.000840
          0.000114        0.000080        0.000516
          0.000089       -0.000283        0.000103
          0.000039       -0.000308       -0.000324
         -0.000151       -0.000377       -0.000577
         -0.000184       -0.000818       -0.000427
          0.000043       -0.001281       -0.000002
          0.000122       -0.001203        0.000201
         -0.000134       -0.000484       -0.000098
         -0.000267        0.000371       -0.000550
          0.000021        0.000660       -0.000578
          0.000243        0.000269       -0.000200
         -0.000057       -0.000058       -0.000122
         -0.000461        0.000308       -0.000686
         -0.000334        0.000920       -0.001154
          0.000180        0.000908       -0.000665
          0.000500        0.000255        0.000440
          0.000487       -0.000272        0.001062
          0.000347       -0.000261        0.000839
          0.000138       -0.000095        0.000412
         -0.000075       -0.000229        0.000384
         -0.000085       -0.000511        0.000602
          0.000041       -0.000557        0.000531
         -0.000039       -0.000427        0.000096
         -0.000302       -0.000410       -0.000172
         -0.000372       -0.000416        0.000038
         -0.000230       -0.000152        0.000295
         -0.000217        0.000325        0.000186
         -0.000337        0.000695       -0.000003
         -0.000270        0.000767        0.000111
         -0.000031        0.000575        0.000309
          0.000006        0.000385        0.000172
         -0.000255        0.000506       -0.000268
         -0.000472        0.000763       -0.000632
         -0.000401        0.000543       -0.000670
         -0.000204       -0.000250       -0.000464
         -0.000097       -0.000872       -0.000283
         -0.000042       -0.000753       -0.000233
          0.000086       -0.000300       -0.000085
          0.000293       -0.000258        0.000367
          0.000472       -0.000675        0.000862
          0.000478       -0.000900        0.000943
          0.000325       -0.000530        0.000604
          0.000267        0.000048        0.000246
          0.000401        0.000243        0.000022
          0.000379        0.000075       -0.000239
         -0.000045       -0.000006       -0.000468
         -0.000547        0.000179       -0.000441
         -0.000701        0.000524       -0.000416
         -0.000520        0.000986       -0.000821
         -0.000212        0.001432       -0.001330
          0.000108        0.001456       -0.001260
          0.000334        0.000875       -0.000757
          0.000364        0.000124       -0.000537
          0.000204       -0.000250       -0.000706
         -0.000091       -0.000258       -0.000850
         -0.000401       -0.000292       -0.000766
         -0.000487       -0.000490       -0.000307
         -0.000253       -0.000640        0.000653
          0.000045       -0.000557        0.001578
          0.000145       -0.000234        0.001670
          0.000097        0.000231        0.001026
         -0.000000        0.000631        0.000394
         -0.000211        0.000696        0.000030
         -0.000495        0.000329       -0.000316
         -0.000576       -0.000230       -0.000722
         -0.000320       -0.000514       -0.001062
         -0.000013       -0.000223       -0.001217
         -0.000038        0.000341       -0.001096
         -0.000329        0.000499       -0.000749
         -0.000426        0.000118       -0.000383
         -0.000138       -0.000102       -0.000110
          0.000222        0.000298        0.000049
          0.000373        0.000791        0.000023
          0.000361        0.000708       -0.000137
          0.000191        0.000213       -0.000251
         -0.000201       -0.000128       -0.000323
         -0.000525       -0.000149       -0.000439
         -0.000411       -0.000080       -0.000408
         -0.000087       -0.000116       -0.000006
         -0.000049       -0.000250        0.000609
         -0.000236       -0.000363        0.001110
         -0.000178       -0.000425        0.001302
          0.000235       -0.000525        0.001060
          0.000591       -0.000593        0.000422
          0.000519       -0.000398       -0.000265
          0.000235        0.000006       -0.000698
          0.000246        0.000225       -0.000923
          0.000472        0.000104       -0.001017
          0.000300       -0.000043       -0.000836
         -0.000252        0.000054       -0.000334
         -0.000405        0.000267        0.000158
          0.000064        0.000359        0.000283
          0.000419        0.000283        0.000124
          0.000175        0.000135        0.000024
         -0.000287        0.000057       -0.000000
         -0.000441        0.000204       -0.000209
         -0.000229        0.000584       -0.000484
          0.000043        0.000904       -0.000337
          0.000075        0.000788        0.000323
         -0.000064        0.000239        0.001022
         -0.000009       -0.000292        0.001381
          0.000287       -0.000455        0.001386
          0.000403       -0.000432        0.001108
          0.000168       -0.000589        0.000657
         -0.000004       -0.000909        0.000261
          0.000204       -0.001037        0.000074
          0.000446       -0.000733        0.000072
          0.000195       -0.000134        0.000171
         -0.000425        0.000353        0.000247
         -0.000699        0.000458        0.000168
         -0.000341        0.000320        0.000004
          0.000066        0.000168       -0.000016
          0.000053       -0.000020        0.000177
          0.000039       -0.000207        0.000413
          0.000451       -0.000102        0.000524
          0.000819        0.000205        0.000462
          0.000582        0.000049        0.000240
          0.000087       -0.000731       -0.000094
          0.000023       -0.001261       -0.000339
          0.000380       -0.000860       -0.000160
          0.000581        0.000007        0.000440
          0.000354        0.000558        0.000781
          0.000051        0.000678        0.000289
          0.000086        0.000624       -0.000543
          0.000311        0.000463       -0.000772
          0.000307        0.000228       -0.000358
          0.000129        0.000150       -0.000035
          0.000122        0.000359       -0.000117
          0.000182        0.000533       -0.000233
          0.000034        0.000234       -0.000050
         -0.000059       -0.000378        0.000269
          0.000231       -0.000641        0.000344
          0.000588       -0.000335        0.000116
          0.000593        0.000091       -0.000085
          0.000335        0.000293       -0.000094
          0.000080        0.000283       -0.000148
         -0.000011       -0.000003       -0.000327
          0.000176       -0.000520       -0.000359
          0.000437       -0.000703       -0.000259
          0.000320       -0.000138       -0.000419
         -0.000090        0.000615       -0.000815
         -0.000143        0.000689       -0.000901
          0.000319        0.000202       -0.000543
          0.000674        0.000049       -0.000312
          0.000474        0.000452       -0.000563
          0.000008        0.000645       -0.000830
         -0.000167        0.000191       -0.000497
          0.000171       -0.000354        0.000303
          0.000690       -0.000496        0.000891
          0.000756       -0.000499        0.000982
          0.000217       -0.000646        0.000880
         -0.000189       -0.000792        0.000790
          0.000195       -0.000861        0.000577
          0.000796       -0.000892        0.000273
          0.000528       -0.000750        0.000194
         -0.000475       -0.000514        0.000398
         -0.000948       -0.000586        0.000508
         -0.000383       -0.000849        0.000271
          0.000283       -0.000665       -0.000040
          0.000146       -0.000066       -0.000004
         -0.000476        0.000226        0.000258
         -0.000703        0.000105        0.000208
         -0.000311        0.000162       -0.000209
          0.000183        0.000446       -0.000360
          0.000355        0.000387        0.000070
          0.000367       -0.000048        0.000564
          0.000423       -0.000238        0.000632
          0.000184       -0.000032        0.000475
         -0.000590       -0.000024        0.000496
         -0.001209       -0.000498        0.000691
         -0.000912       -0.000882        0.000760
         -0.000192       -0.000626        0.000529
         -0.000097       -0.000033        0.000193
         -0.000585        0.000245        0.000105
         -0.000790        0.000116        0.000238
         -0.000505        0.000003        0.000134
         -0.000280        0.000165       -0.000403
         -0.000330        0.000399       -0.000915
         -0.000353        0.000337       -0.000856
         -0.000254       -0.000056       -0.000250
         -0.000291       -0.000368        0.000394
         -0.000533       -0.000296        0.000660
         -0.000698       -0.000123        0.000599
         -0.000589       -0.000246        0.000509
         -0.000379       -0.000498        0.000436
         -0.000376       -0.000404        0.000152
         -0.000684        0.000129       -0.000310
         -0.001104        0.000704       -0.000557
         -0.001273        0.000854       -0.000416
         -0.001036        0.000505       -0.000195
         -0.000713        0.000076       -0.000209
         -0.000720       -0.000005       -0.000369
         -0.000957        0.000119       -0.000376
         -0.000987        0.000035       -0.000172
         -0.000710       -0.000206       -0.000033
         -0.000416       -0.000176       -0.000179
         -0.000334        0.000201       -0.000437
         -0.000495        0.000594       -0.000450
         -0.000771        0.000813       -0.000160
         -0.000876        0.000896        0.000093
         -0.000681        0.000829       -0.000039
         -0.000485        0.000604       -0.000513
         -0.000543        0.000352       -0.000949
         -0.000619        0.000151       -0.001123
         -0.000451        0.000005       -0.001160
         -0.000260        0.000038       -0.001142
         -0.000359        0.000299       -0.000944
         -0.000639        0.000484       -0.000641
         -0.000778        0.000331       -0.000561
         -0.000647        0.000071       -0.000679
         -0.000337        0.000030       -0.000550
         -0.000069        0.000130       -0.000077
         -0.000124        0.000212        0.000267
         -0.000555        0.000412        0.000160
         -0.000976        0.000777       -0.000130
         -0.000983        0.000932       -0.000229
         -0.000729        0.000592       -0.000148
         -0.000631        0.000107       -0.000105
         -0.000665        0.000063       -0.000157
         -0.000548        0.000492       -0.000212
         -0.000388        0.000835       -0.000237
         -0.000468        0.000688       -0.000310
         -0.000635        0.000311       -0.000544
         -0.000563        0.000273       -0.001041
         -0.000325        0.000718       -0.001738
         -0.000134        0.001151       -0.002196
          0.000038        0.001017       -0.001898
          0.000215        0.000376       -0.001007
          0.000237       -0.000145       -0.000384
          0.000077       -0.000054       -0.000482
         -0.000077        0.000428       -0.000781
         -0.000111        0.000583       -0.000708
         -0.000075        0.000088       -0.000479
         -0.000054       -0.000431       -0.000607
         -0.000062       -0.000149       -0.001048
          0.000058        0.000735       -0.001255
          0.000463        0.001209       -0.000886
          0.000868        0.000941       -0.000215
          0.000714        0.000718        0.000236
          0.000028        0.001065        0.000307
         -0.000442        0.001384        0.000195
         -0.000217        0.001036       -0.000012
          0.000321        0.000419       -0.000351
          0.000531        0.000244       -0.000687
          0.000320        0.000411       -0.000865
          0.000101        0.000339       -0.000935
          0.000214       -0.000016       -0.000900
          0.000572       -0.000181       -0.000569
          0.000820       -0.000006        0.000063
          0.000765        0.000094        0.000662
          0.000613       -0.000195        0.000939
          0.000705       -0.000565        0.000865
          0.000961       -0.000500        0.000509
          0.000909       -0.000039       -0.000024
          0.000482        0.000270       -0.000548
          0.000329        0.000157       -0.000839
          0.000856       -0.000071       -0.000764
          0.001527       -0.000073       -0.000426
          0.001772        0.000150       -0.000155
          0.002039        0.000465       -0.000124
          0.003337        0.000815       -0.000088
          0.006450        0.001103        0.000270
          0.012215        0.001197        0.000968
          0.021731        0.001137        0.001950
          0.035469        0.001067        0.003429
          0.052551        0.000850        0.005674
          0.071293       -0.000027        0.008602
          0.090003       -0.002083        0.011845
          0.106768       -0.005432        0.015147
          0.118524       -0.009708        0.018306
          0.120524       -0.014292        0.020624
          0.106651       -0.018707        0.020915
          0.070488       -0.022844        0.018091
          0.008167       -0.026554        0.011055
         -0.076495       -0.028651       -0.001686
         -0.169840       -0.026428       -0.020592
         -0.255351       -0.016967       -0.042565
         -0.319881        0.000801       -0.061431
         -0.341960        0.025946       -0.071896
         -0.282827        0.056474       -0.070779
         -0.130374        0.086225       -0.052806
          0.034166        0.099585       -0.011075
          0.079774        0.078154        0.049022
         -0.004983        0.023809        0.098737
         -0.053498       -0.029540        0.105842
          0.067181       -0.044705        0.075972
          0.244263       -0.025017        0.060428
          0.256581       -0.012792        0.100054
          0.086135       -0.039918        0.160587
         -0.068583       -0.098628        0.150070
         -0.074145       -0.160138        0.021312
          0.014657       -0.187061       -0.156499
          0.110624       -0.126321       -0.254130
          0.187956        0.044898       -0.206339
          0.196740        0.233170       -0.064281
