INSTITUTO GEOFISICO DEL PERU
CENTRO NACIONAL DE MONITOREO SISMICO
Calle Calatrava 216 - La Molina 15023
http://www.igp.gob.pe

1. ESTACION SISMICA
NOMBRE  : Isla San Lorenzo, Callao
CODIGO  : SLN1
LATITUD : -12.076
LONGITUD: -77.235

2. SISMO
FECHA LOCAL     : 2022/10/17
HORA LOCAL      : 04:38:15
LATITUD         : -12.750
LONGITUD        : -76.870
PROFUNDIDAD     : 47.0 km
MAGNITUD        : M4.5
DIST. EPICENTRAL: 84.6 km

3. REGISTRO DE ACELERACION
TIEMPO DE INICIO           : 2022/10/17 09:38:21 UTC
NUMERO DE MUESTRAS         : 8631
MUESTREO                   : 100.0 muestras/segundo
REGISTROS                  : Formato corregido por instrumento
CORRECCION POR LINEA BASE  : Si
UNIDADES                   : cm/s2
REGISTROS POR COMPONENTE   : Z: Vertical  N: Norte-Sur  E: Este-Oeste
PGA                        :    1.3972         1.8280        3.4680

              Z              N              E
         -0.000629       -0.001148        0.000194
         -0.000714       -0.001128        0.000394
          0.000264       -0.000734        0.000161
          0.001292       -0.000328        0.000303
          0.001132        0.000070        0.000671
          0.000079        0.000617        0.000583
         -0.000420        0.000916        0.000193
          0.000068        0.000316        0.000192
          0.000358       -0.000898        0.000715
         -0.000297       -0.001469        0.001239
         -0.000921       -0.000888        0.001178
         -0.000528       -0.000248        0.000472
          0.000205       -0.000500       -0.000092
          0.000258       -0.000977        0.000369
          0.000049       -0.000850        0.001470
          0.000472       -0.000708        0.001837
          0.001167       -0.001225        0.001067
          0.001171       -0.001644        0.000204
          0.000537       -0.001096       -0.000049
          0.000060       -0.000146       -0.000236
          0.000010        0.000263       -0.000810
          0.000070        0.000303       -0.001237
          0.000111        0.000708       -0.000988
          0.000303        0.001549       -0.000404
          0.000636        0.002165       -0.000139
          0.000852        0.001929       -0.000379
          0.000798        0.000939       -0.000780
          0.000508        0.000065       -0.000753
          0.000129        0.000070        0.000029
          0.000045        0.000687        0.001113
          0.000509        0.000978        0.001449
          0.000907        0.000580        0.000444
          0.000357        0.000088       -0.001131
         -0.000738        0.000089       -0.001691
         -0.001090        0.000436       -0.000693
         -0.000574        0.000716        0.000484
         -0.000280        0.000766        0.000314
         -0.000527        0.000475       -0.000754
         -0.000617       -0.000127       -0.001152
         -0.000511       -0.000476       -0.000609
         -0.000860       -0.000104       -0.000220
         -0.001345        0.000543       -0.000531
         -0.000868        0.000808       -0.001062
          0.000390        0.000816       -0.001347
          0.000920        0.000857       -0.001183
          0.000267        0.000579       -0.000417
         -0.000270       -0.000264        0.000479
          0.000117       -0.001017        0.000463
          0.000422       -0.000957       -0.000467
         -0.000328       -0.000367       -0.000823
         -0.001281       -0.000107        0.000183
         -0.001085       -0.000461        0.001244
         -0.000074       -0.000836        0.000847
          0.000337       -0.000497       -0.000489
         -0.000162        0.000547       -0.001014
         -0.000590        0.001384       -0.000143
         -0.000307        0.001159        0.000917
          0.000447        0.000185        0.000915
          0.001258       -0.000386        0.000145
          0.001622       -0.000072       -0.000257
          0.000857        0.000534       -0.000158
         -0.000847        0.000915       -0.000493
         -0.001902        0.001126       -0.001398
         -0.001195        0.001072       -0.001596
          0.000204        0.000444       -0.000373
          0.000577       -0.000564        0.001118
         -0.000012       -0.001282        0.001514
         -0.000284       -0.001207        0.001044
          0.000075       -0.000403        0.000638
          0.000319        0.000298        0.000347
          0.000170       -0.000080       -0.000252
          0.000106       -0.001202       -0.000824
          0.000331       -0.001498       -0.000619
          0.000392       -0.000330        0.000160
         -0.000039        0.001102        0.000409
         -0.000547        0.001506       -0.000161
         -0.000570        0.000922       -0.000439
         -0.000223        0.000122        0.000238
          0.000051       -0.000398        0.000969
          0.000122       -0.000713        0.001002
         -0.000062       -0.001228        0.000919
         -0.000585       -0.002004        0.001170
         -0.001050       -0.002348        0.001202
         -0.000918       -0.001596        0.000697
         -0.000375       -0.000192        0.000034
          0.000123        0.000659       -0.000509
          0.000599        0.000420       -0.000704
          0.001030       -0.000196       -0.000215
          0.001075       -0.000224        0.000601
          0.000774        0.000302        0.000834
          0.000350        0.000534        0.000435
         -0.000385        0.000177        0.000193
         -0.001257       -0.000101        0.000327
         -0.001372        0.000108        0.000424
         -0.000516        0.000260        0.000430
          0.000400       -0.000129        0.000520
          0.000737       -0.000704        0.000502
          0.000654       -0.000927        0.000201
          0.000445       -0.000569       -0.000034
          0.000394        0.000372        0.000217
          0.000606        0.001284        0.000753
          0.000598        0.001106        0.000835
          0.000017       -0.000075        0.000144
         -0.000546       -0.000676       -0.000548
         -0.000440        0.000168       -0.000330
          0.000162        0.001301        0.000374
          0.000775        0.001233        0.000417
          0.000972        0.000000       -0.000195
          0.000464       -0.001126       -0.000408
         -0.000328       -0.001130        0.000179
         -0.000628       -0.000239        0.000924
         -0.000567        0.000515        0.001066
         -0.000730        0.000610        0.000391
         -0.000781        0.000414       -0.000538
         -0.000134        0.000347       -0.000795
          0.000787        0.000498       -0.000296
          0.001212        0.000792       -0.000068
          0.000937        0.000857       -0.000778
          0.000096        0.000351       -0.001821
         -0.000834       -0.000252       -0.002297
         -0.001062       -0.000257       -0.001966
         -0.000465       -0.000073       -0.001039
          0.000234       -0.000556        0.000083
          0.000577       -0.001337        0.000805
          0.000442       -0.001262        0.000796
         -0.000521       -0.000286        0.000356
         -0.002007        0.000411       -0.000083
         -0.002547        0.000168       -0.000484
         -0.001324       -0.000266       -0.000891
          0.000605        0.000152       -0.001072
          0.001754        0.001305       -0.000839
          0.001718        0.002052       -0.000410
          0.000951        0.001668       -0.000145
          0.000095        0.000622       -0.000132
         -0.000337       -0.000115       -0.000213
         -0.000237       -0.000163       -0.000220
          0.000046       -0.000044       -0.000021
          0.000021       -0.000402        0.000332
         -0.000431       -0.001021        0.000409
         -0.000787       -0.001138       -0.000092
         -0.000486       -0.000702       -0.000653
          0.000251       -0.000280       -0.000615
          0.000763        0.000151       -0.000348
          0.000789        0.000865       -0.000583
          0.000441        0.001149       -0.000973
         -0.000072        0.000281       -0.000648
         -0.000362       -0.000771        0.000151
         -0.000212       -0.000586        0.000237
         -0.000000        0.000446       -0.000783
         -0.000150        0.000931       -0.001781
         -0.000489        0.000676       -0.001456
         -0.000584        0.000427       -0.000029
         -0.000190        0.000281        0.001039
          0.000614       -0.000087        0.000870
          0.001271       -0.000267        0.000046
          0.001124        0.000318       -0.000276
          0.000356        0.001020        0.000487
         -0.000046        0.000599        0.001835
          0.000482       -0.000768        0.002543
          0.001384       -0.001503        0.001973
          0.001606       -0.000854        0.000911
          0.000768        0.000155        0.000427
         -0.000293        0.000280        0.000412
         -0.000521       -0.000391        0.000103
         -0.000112       -0.000769       -0.000543
         -0.000071       -0.000158       -0.000856
         -0.000457        0.000829       -0.000382
         -0.000437        0.000971        0.000631
          0.000055        0.000089        0.001393
          0.000240       -0.000764        0.001290
         -0.000008       -0.000889        0.000644
          0.000018       -0.000618        0.000303
          0.000539       -0.000436        0.000356
          0.000874       -0.000545        0.000115
          0.000516       -0.000990       -0.000511
         -0.000011       -0.001353       -0.000687
          0.000133       -0.001053       -0.000034
          0.000775       -0.000412        0.000624
          0.000868       -0.000291        0.000348
          0.000043       -0.000525       -0.000689
         -0.000908       -0.000111       -0.001500
         -0.001249        0.000961       -0.001485
         -0.001009        0.001494       -0.000885
         -0.000420        0.000868       -0.000242
          0.000281       -0.000107        0.000064
          0.000606       -0.000332       -0.000072
          0.000279        0.000249       -0.000244
         -0.000368        0.000706        0.000148
         -0.000888        0.000343        0.000833
         -0.001040       -0.000398        0.000768
         -0.000671       -0.000637       -0.000203
         -0.000006       -0.000398       -0.000933
          0.000307       -0.000405       -0.000770
          0.000066       -0.000724       -0.000476
         -0.000188       -0.000761       -0.000674
         -0.000164       -0.000487       -0.000674
         -0.000355       -0.000385        0.000219
         -0.001112       -0.000306        0.001242
         -0.001832        0.000337        0.001289
         -0.001610        0.001295        0.000730
         -0.000459        0.001545        0.000653
          0.000608        0.000739        0.000879
          0.000809       -0.000278        0.000425
          0.000485       -0.000526       -0.000485
          0.000439        0.000125       -0.000686
          0.000717        0.001049       -0.000055
          0.000645        0.001552        0.000440
         -0.000009        0.001392        0.000451
         -0.000603        0.000749        0.000588
         -0.000549       -0.000155        0.001157
         -0.000072       -0.001096        0.001659
          0.000242       -0.001548        0.001495
          0.000220       -0.001093        0.000599
          0.000105       -0.000269       -0.000461
         -0.000038       -0.000136       -0.000871
         -0.000444       -0.000771       -0.000416
         -0.000955       -0.001157        0.000204
         -0.000798       -0.000748        0.000349
          0.000228       -0.000102        0.000196
          0.000979        0.000222        0.000002
          0.000430        0.000398       -0.000462
         -0.000712        0.000725       -0.001049
         -0.001059        0.001000       -0.000984
         -0.000550        0.000782       -0.000224
         -0.000150        0.000064        0.000094
         -0.000242       -0.000495       -0.000641
         -0.000490       -0.000279       -0.001422
         -0.000694        0.000476       -0.001111
         -0.000761        0.000979       -0.000101
         -0.000355        0.000830        0.000510
          0.000561        0.000244        0.000598
          0.001257       -0.000357        0.000675
          0.001015       -0.000610        0.000641
          0.000129       -0.000403        0.000186
         -0.000383       -0.000031       -0.000217
          0.000007        0.000152       -0.000099
          0.000709        0.000249       -0.000088
          0.000759        0.000542       -0.000815
          0.000072        0.000840       -0.001507
         -0.000452        0.000677       -0.001131
         -0.000235        0.000066       -0.000155
          0.000238       -0.000617        0.000310
          0.000393       -0.001257        0.000321
          0.000402       -0.001738        0.000591
          0.000506       -0.001527        0.000841
          0.000438       -0.000455        0.000301
          0.000131        0.000573       -0.000586
          0.000067        0.000628       -0.000610
          0.000398        0.000099        0.000116
          0.000591        0.000027        0.000171
          0.000294        0.000506       -0.000846
         -0.000237        0.000764       -0.001596
         -0.000656        0.000527       -0.001084
         -0.000789        0.000280        0.000050
         -0.000504        0.000325        0.000915
          0.000046        0.000468        0.001482
          0.000353        0.000627        0.001637
          0.000202        0.001009        0.000818
          0.000004        0.001483       -0.000479
          0.000114        0.001418       -0.000652
          0.000329        0.000590        0.000489
          0.000336       -0.000260        0.000996
          0.000154       -0.000407       -0.000260
         -0.000150       -0.000168       -0.001715
         -0.000629       -0.000255       -0.001565
         -0.001025       -0.000719       -0.000445
         -0.000696       -0.001154       -0.000151
          0.000438       -0.001237       -0.000878
          0.001273       -0.000742       -0.001312
          0.000740        0.000222       -0.000848
         -0.000574        0.001022       -0.000265
         -0.001103        0.001315       -0.000206
         -0.000407        0.001543       -0.000208
          0.000603        0.001848        0.000316
          0.001176        0.001524        0.000985
          0.001103        0.000427        0.001016
          0.000257       -0.000297        0.000436
         -0.000812        0.000054        0.000012
         -0.000761        0.000476        0.000048
          0.000634       -0.000126        0.000074
          0.001648       -0.001207       -0.000101
          0.001057       -0.001536        0.000007
         -0.000043       -0.000929        0.000489
         -0.000178       -0.000128        0.000662
          0.000349        0.000243        0.000293
          0.000587       -0.000005        0.000059
          0.000658       -0.000690        0.000276
          0.000984       -0.001286        0.000313
          0.001052       -0.001303       -0.000224
          0.000310       -0.000824       -0.000771
         -0.000576       -0.000420       -0.000728
         -0.000473       -0.000412       -0.000264
          0.000611       -0.000421        0.000122
          0.001456        0.000104        0.000291
          0.001171        0.000977        0.000576
          0.000300        0.001312        0.001253
         -0.000023        0.000535        0.001795
          0.000214       -0.000933        0.001301
         -0.000081       -0.002032        0.000192
         -0.001154       -0.001963        0.000154
         -0.001680       -0.000902        0.001393
         -0.000782        0.000123        0.001853
          0.000396        0.000351        0.000508
          0.000312        0.000169       -0.000838
         -0.000658        0.000351       -0.000566
         -0.000963        0.000682        0.000335
         -0.000409        0.000289        0.000457
         -0.000236       -0.000756        0.000266
         -0.000726       -0.001347        0.000584
         -0.000763       -0.000973        0.000817
         -0.000090       -0.000351        0.000269
          0.000153       -0.000249       -0.000396
         -0.000348       -0.000609       -0.000324
         -0.000550       -0.000951        0.000133
         -0.000170       -0.000988        0.000141
         -0.000153       -0.000843       -0.000421
         -0.000710       -0.000870       -0.001078
         -0.000911       -0.001102       -0.001312
         -0.000437       -0.001044       -0.000793
         -0.000104       -0.000378        0.000216
         -0.000435        0.000522        0.000821
         -0.000899        0.001142        0.000542
         -0.000812        0.001263        0.000002
         -0.000330        0.000726       -0.000192
         -0.000249       -0.000271       -0.000486
         -0.000884       -0.000701       -0.001302
         -0.001379        0.000154       -0.001884
         -0.000696        0.001268       -0.001414
          0.000673        0.001082       -0.000390
          0.001080       -0.000153        0.000165
          0.000147       -0.000817        0.000013
         -0.000534       -0.000335       -0.000409
          0.000108        0.000393       -0.000617
          0.000974        0.000668       -0.000370
          0.000733        0.000771        0.000053
         -0.000037        0.001130        0.000098
         -0.000101        0.001561       -0.000160
          0.000359        0.001523       -0.000019
          0.000438        0.000872        0.000599
          0.000133        0.000242        0.000818
         -0.000114        0.000381        0.000127
         -0.000343        0.001078       -0.000754
         -0.000541        0.001341       -0.000835
         -0.000376        0.000831       -0.000195
          0.000027        0.000367        0.000198
          0.000231        0.000583       -0.000075
          0.000339        0.000968       -0.000281
          0.000529        0.000756        0.000230
          0.000400       -0.000017        0.000789
         -0.000200       -0.000863        0.000234
         -0.000621       -0.001416       -0.001241
         -0.000427       -0.001307       -0.002022
          0.000042       -0.000413       -0.001144
          0.000425        0.000525        0.000403
          0.000676        0.000626        0.001016
          0.000617        0.000179        0.000495
          0.000120        0.000105       -0.000151
         -0.000347        0.000453       -0.000350
         -0.000145        0.000592       -0.000341
          0.000565        0.000333       -0.000197
          0.000901       -0.000046        0.000318
          0.000395       -0.000244        0.000894
         -0.000402        0.000025        0.000806
         -0.000617        0.000635        0.000088
         -0.000081        0.000797       -0.000316
          0.000627        0.000126        0.000130
          0.000941       -0.000561        0.000772
          0.000803       -0.000428        0.000613
          0.000566        0.000135       -0.000411
          0.000590        0.000289       -0.001360
          0.000790        0.000001       -0.001521
          0.000736       -0.000261       -0.001273
          0.000436       -0.000401       -0.001276
          0.000392       -0.000564       -0.001230
          0.000472       -0.000503       -0.000325
         -0.000153        0.000189        0.001257
         -0.001383        0.001173        0.002269
         -0.001881        0.001435        0.001938
         -0.001048        0.000606        0.000855
          0.000043       -0.000445        0.000184
          0.000330       -0.000878        0.000354
          0.000143       -0.000874        0.000739
          0.000211       -0.000757        0.000582
          0.000356       -0.000239        0.000022
          0.000067        0.000510       -0.000121
         -0.000323        0.000361        0.000481
         -0.000115       -0.000989        0.001144
          0.000390       -0.001988        0.001071
          0.000176       -0.001305        0.000446
         -0.000832        0.000160        0.000099
         -0.001491        0.000595        0.000234
         -0.001037       -0.000305        0.000298
         -0.000061       -0.001328        0.000120
          0.000424       -0.001458        0.000131
          0.000261       -0.000756        0.000374
          0.000099        0.000041        0.000315
          0.000356        0.000254       -0.000225
          0.000701       -0.000147       -0.000701
          0.000602       -0.000459       -0.000419
          0.000045       -0.000022        0.000668
         -0.000420        0.000883        0.001590
         -0.000240        0.001261        0.001257
          0.000448        0.000555        0.000042
          0.000718       -0.000699       -0.000506
         -0.000011       -0.001476        0.000172
         -0.000855       -0.001322        0.000980
         -0.000520       -0.000653        0.000907
          0.000533       -0.000096        0.000229
          0.000489        0.000127       -0.000278
         -0.000953        0.000098       -0.000308
         -0.001849       -0.000050       -0.000000
         -0.000819       -0.000082        0.000358
          0.000933        0.000190        0.000389
          0.001437        0.000550       -0.000147
          0.000748        0.000615       -0.001057
          0.000506        0.000430       -0.001792
          0.001120        0.000298       -0.001870
          0.001157        0.000241       -0.001323
         -0.000107        0.000211       -0.000722
         -0.001319        0.000385       -0.000542
         -0.001089        0.000664       -0.000541
          0.000077        0.000560       -0.000203
          0.000808        0.000067        0.000279
          0.000655       -0.000151        0.000117
          0.000149        0.000197       -0.000732
         -0.000181        0.000694       -0.001139
         -0.000291        0.001059       -0.000325
         -0.000342        0.001305        0.000919
         -0.000215        0.001128        0.001304
          0.000261        0.000315        0.000713
          0.000665       -0.000492        0.000022
          0.000434       -0.000628       -0.000154
         -0.000045       -0.000544        0.000046
          0.000103       -0.000974        0.000091
          0.000727       -0.001538       -0.000317
          0.000794       -0.001258       -0.000829
          0.000091       -0.000075       -0.000942
         -0.000382        0.000928       -0.000844
         -0.000037        0.000810       -0.001024
          0.000323       -0.000072       -0.001261
         -0.000144       -0.000504       -0.000984
         -0.000893       -0.000114       -0.000356
         -0.001073        0.000126        0.000013
         -0.001074       -0.000453        0.000044
         -0.001485       -0.001058        0.000098
         -0.001566       -0.000807        0.000330
         -0.000600       -0.000224        0.000597
          0.000399       -0.000203        0.000631
          0.000265       -0.000452        0.000214
         -0.000234       -0.000229       -0.000389
          0.000265        0.000191       -0.000436
          0.001297        0.000125        0.000339
          0.001279       -0.000141        0.001145
          0.000100        0.000183        0.001138
         -0.000577        0.000986        0.000655
          0.000180        0.001322        0.000666
          0.001074        0.000691        0.001187
          0.000510       -0.000385        0.001192
         -0.000982       -0.000989        0.000290
         -0.001625       -0.000746       -0.000557
         -0.000979       -0.000264       -0.000554
         -0.000123       -0.000453       -0.000213
          0.000203       -0.001126       -0.000255
          0.000244       -0.000947       -0.000495
          0.000307        0.000471       -0.000520
          0.000277        0.001472       -0.000401
          0.000019        0.000684       -0.000314
         -0.000279       -0.000629       -0.000428
         -0.000245       -0.000348       -0.000936
          0.000125        0.001170       -0.001415
          0.000277        0.001653       -0.001039
         -0.000127        0.000497        0.000009
         -0.000533       -0.000477        0.000686
         -0.000210       -0.000118        0.000758
          0.000668        0.000479        0.000718
          0.001197        0.000222        0.000410
          0.000796       -0.000279       -0.000408
         -0.000124       -0.000200       -0.000864
         -0.000565        0.000143       -0.000151
         -0.000165        0.000249        0.000858
          0.000252        0.000280        0.000821
         -0.000051        0.000423        0.000058
         -0.000522        0.000438       -0.000059
         -0.000204        0.000157        0.000581
          0.000823       -0.000144        0.000798
          0.001582       -0.000048        0.000349
          0.001242        0.000492        0.000288
         -0.000163        0.001010        0.000856
         -0.001530        0.001014        0.001002
         -0.001624        0.000540        0.000398
         -0.000588       -0.000001        0.000006
          0.000231       -0.000336        0.000306
          0.000163       -0.000327        0.000617
         -0.000108        0.000084        0.000393
          0.000039        0.000434       -0.000113
          0.000101       -0.000035       -0.000490
         -0.000554       -0.001149       -0.000658
         -0.001245       -0.001719       -0.000668
         -0.000730       -0.001182       -0.000439
          0.000559       -0.000280        0.000088
          0.000754        0.000245        0.000611
         -0.000319        0.000495        0.000738
         -0.000604        0.000756        0.000584
          0.000567        0.000923        0.000429
          0.001154        0.000724        0.000106
         -0.000053        0.000097       -0.000341
         -0.001461       -0.000553       -0.000239
         -0.001443       -0.000511        0.000405
         -0.000562        0.000389        0.000389
         -0.000073        0.001265       -0.000824
         -0.000117        0.001170       -0.001975
         -0.000152        0.000386       -0.001650
          0.000007        0.000038       -0.000155
          0.000191        0.000571        0.000871
          0.000422        0.001234        0.000377
          0.000875        0.001099       -0.000911
          0.001389        0.000078       -0.001540
          0.001573       -0.001146       -0.001280
          0.001331       -0.001836       -0.000951
          0.000787       -0.001707       -0.000690
          0.000058       -0.001042       -0.000042
         -0.000458       -0.000531        0.000670
         -0.000332       -0.000784        0.000806
          0.000095       -0.001639        0.000601
          0.000189       -0.002094        0.000566
          0.000036       -0.001355        0.000568
         -0.000040        0.000119        0.000351
         -0.000196        0.001095        0.000142
         -0.000468        0.001064        0.000268
         -0.000536        0.000690        0.000634
         -0.000360        0.000705        0.000824
         -0.000087        0.000903        0.000703
          0.000212        0.000582        0.000511
          0.000160       -0.000323        0.000129
         -0.000441       -0.001043       -0.000780
         -0.000875       -0.001032       -0.001504
         -0.000563       -0.000732       -0.000864
         -0.000021       -0.000867        0.000619
          0.000289       -0.001292        0.001214
          0.000620       -0.001234        0.000618
          0.000841       -0.000530        0.000023
          0.000409        0.000151       -0.000008
         -0.000281        0.000350        0.000080
         -0.000225        0.000361       -0.000028
          0.000481        0.000574       -0.000310
          0.000745        0.000793       -0.000768
          0.000393        0.000589       -0.001297
          0.000521        0.000077       -0.001633
          0.001424       -0.000132       -0.001526
          0.001644        0.000262       -0.000767
          0.000231        0.000927        0.000528
         -0.001430        0.001279        0.001584
         -0.001620        0.000964        0.001658
         -0.000712        0.000209        0.001126
         -0.000113       -0.000219        0.000986
         -0.000181        0.000158        0.001321
         -0.000421        0.000779        0.001190
         -0.000423        0.000612        0.000161
          0.000016       -0.000535       -0.000971
          0.000588       -0.001656       -0.001339
          0.000424       -0.001711       -0.001054
         -0.000644       -0.000869       -0.000652
         -0.001407       -0.000082       -0.000254
         -0.000788        0.000264        0.000310
          0.000603        0.000382        0.001025
          0.001221        0.000165        0.001512
          0.000585       -0.000501        0.001216
         -0.000171       -0.000989        0.000148
          0.000053       -0.000694       -0.000695
          0.000744       -0.000010       -0.000378
          0.000631        0.000389        0.000666
         -0.000322        0.000444        0.001162
         -0.000926        0.000268        0.000666
         -0.000597       -0.000198       -0.000050
         -0.000011       -0.000613       -0.000351
          0.000100       -0.000309       -0.000587
         -0.000132        0.000606       -0.001096
         -0.000132        0.001150       -0.001300
          0.000348        0.000862       -0.000709
          0.000917        0.000444        0.000009
          0.000807        0.000590       -0.000015
         -0.000193        0.000975       -0.000520
         -0.001041        0.000910       -0.000620
         -0.000604        0.000344       -0.000223
          0.000459       -0.000255       -0.000127
          0.000492       -0.000506       -0.000684
         -0.000395       -0.000340       -0.001038
         -0.000431        0.000048       -0.000357
          0.000603        0.000410        0.000724
          0.000777        0.000729        0.001058
         -0.000655        0.001068        0.000822
         -0.001862        0.001255        0.000883
         -0.001345        0.001168        0.000991
         -0.000052        0.001007        0.000348
          0.000425        0.000828       -0.000596
          0.000062        0.000359       -0.000657
         -0.000170       -0.000354        0.000067
          0.000082       -0.000760        0.000184
          0.000419       -0.000521       -0.000886
          0.000525        0.000147       -0.001932
          0.000380        0.000900       -0.001621
          0.000007        0.001439       -0.000321
         -0.000413        0.001399        0.000596
         -0.000519        0.000786        0.000563
         -0.000355        0.000218        0.000015
         -0.000405       -0.000004       -0.000422
         -0.000555       -0.000467       -0.000194
         -0.000050       -0.001376        0.000754
          0.000946       -0.001706        0.001410
          0.001189       -0.000870        0.000784
          0.000431       -0.000030       -0.000456
         -0.000075       -0.000317       -0.000788
          0.000256       -0.000961        0.000054
          0.000610       -0.000766        0.000954
          0.000572       -0.000166        0.000979
          0.000625       -0.000199        0.000290
          0.000706       -0.000664       -0.000203
          0.000268       -0.000886        0.000159
         -0.000335       -0.001107        0.000955
         -0.000352       -0.001610        0.001156
         -0.000042       -0.001594        0.000496
          0.000022       -0.000444       -0.000297
          0.000123        0.000843       -0.000694
          0.000489        0.001047       -0.000915
          0.000420        0.000565       -0.001218
         -0.000359        0.000398       -0.001394
         -0.000885        0.000358       -0.001072
         -0.000635       -0.000185       -0.000226
         -0.000523       -0.000803        0.000525
         -0.001192       -0.000726        0.000403
         -0.001687       -0.000265       -0.000356
         -0.000907       -0.000353       -0.000536
          0.000553       -0.001174        0.000269
          0.001013       -0.001891        0.000972
         -0.000080       -0.001554        0.000752
         -0.001317       -0.000222        0.000262
         -0.001100        0.000804        0.000384
          0.000218        0.000411        0.000830
          0.000891       -0.000709        0.000656
          0.000292       -0.000872       -0.000373
         -0.000429        0.000180       -0.001398
         -0.000269        0.000975       -0.001348
          0.000391        0.000605       -0.000063
          0.000730       -0.000102        0.001467
          0.000644       -0.000070        0.001867
          0.000589        0.000597        0.000603
          0.000720        0.000991       -0.001217
          0.000602        0.000449       -0.001856
          0.000030       -0.000768       -0.001192
         -0.000332       -0.001551       -0.000778
         -0.000016       -0.001196       -0.001176
